id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop
60370,2017-08-07,segunda-feira,19:50:00,RN,101.0,105,PARNAMIRIM                                                  ,Ingestão de Álcool                                                                                  ,Colisão traseira                                                                                                                                                                                        ,Sem Vítimas,Plena Noite         ,Crescente           ,Nublado             ,Dupla               ,Reta                          ,Sim       ,2,0,0,0,2,0,0,2,-5.8973,-35.2585,SR-RN               ,DEL15/1                       ,UOP01/RN                      
60395,2017-08-07,segunda-feira,22:50:00,RN,226.0,"0,8",NATAL                                                       ,Velocidade Incompatível                                                                             ,Colisão traseira                                                                                                                                                                                        ,Sem Vítimas,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,4,0,0,0,4,0,0,3,-5.805786,-35.240881,SR-RN               ,DEL15/1                       ,UOP02/RN                      
60579,2017-06-23,sexta-feira,06:45:00,RN,101.0,112,SAO JOSE DE MIPIBU                                          ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,0,1,1,0,1,2,-5.96381863,-35.26481628,SR-RN               ,DEL15/1                       ,UOP01/RN                      
60628,2017-08-08,terça-feira,22:00:00,RN,110.0,"93,7",UPANEMA                                                     ,Animais na Pista                                                                                    ,Atropelamento de Animal                                                                                                                                                                                 ,Sem Vítimas,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,1,0,0,0,0,1,0,1,-5.60107157,-37.28973818,SR-RN               ,DEL15/4                       ,UOP01/RN                      
60639,2017-08-08,terça-feira,21:00:00,RN,110.0,"46,6",MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Colisão com objeto estático                                                                                                                                                                             ,Com Vítimas Fatais,Plena Noite         ,Decrescente         ,Ignorado            ,Dupla               ,Reta                          ,Sim       ,1,1,0,0,0,0,0,1,-5.1841285,-37.3477805,SR-RN               ,DEL15/4                       ,UOP01/RN                      
60681,2017-01-17,terça-feira,07:00:00,RN,101.0,"85,8",NATAL                                                       ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,4,0,1,0,2,1,1,2,-5.78144216,-35.24783403,SR-RN               ,DEL15/2                       ,UOP01/RN                      
60714,2017-08-09,quarta-feira,09:40:00,RN,226.0,328,MESSIAS TARGINO                                             ,Falta de Atenção à Condução                                                                         ,Capotamento                                                                                                                                                                                             ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,3,0,2,1,0,0,3,1,-6.0811,-37.5556,SR-RN               ,DEL15/4                       ,UOP01/RN                      
60715,2017-08-09,quarta-feira,11:40:00,RN,304.0,"38,6",MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Não       ,3,0,0,1,1,1,1,3,-5.185413,-37.37166,SR-RN               ,DEL15/4                       ,UOP02/RN                      
60749,2017-08-09,quarta-feira,14:20:00,RN,101.0,"85,5",NATAL                                                       ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Ponte                         ,Sim       ,3,0,1,0,2,0,1,2,-5.7792569,-35.200916,SR-RN               ,DEL15/2                       ,UOP01/RN                      
60958,2017-08-10,quinta-feira,15:10:00,RN,406.0,168,SAO GONCALO DO AMARANTE                                     ,Falta de Atenção do Pedestre                                                                        ,Atropelamento de Pedestre                                                                                                                                                                               ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Não       ,2,0,0,1,1,0,1,1,-5.7513,-35.3191,SR-RN               ,DEL15/2                       ,UOP01/RN                      
61312,2017-08-11,sexta-feira,18:00:00,RN,406.0,"104,3",JOAO CAMARA                                                 ,Ingestão de Álcool                                                                                  ,Colisão traseira                                                                                                                                                                                        ,Sem Vítimas,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,2,0,0,0,2,0,0,2,-5.5350944,-35.80513,SR-RN               ,DEL15/2                       ,UOP01/RN                      
61315,2017-08-11,sexta-feira,17:40:00,RN,226.0,"160,7",CURRAIS NOVOS                                               ,Falta de Atenção à Condução                                                                         ,Colisão lateral                                                                                                                                                                                         ,Sem Vítimas,Plena Noite         ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,2,0,0,0,1,1,0,2,-6.20119019,-36.390271000000006,SR-RN               ,DEL15/3                       ,UOP02/RN                      
61316,2017-08-11,sexta-feira,20:00:00,RN,226.0,"174,8",CURRAIS NOVOS                                               ,Falta de Atenção à Condução                                                                         ,Danos eventuais                                                                                                                                                                                         ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,1,0,1,0,0,0,1,1,-6.25746185,-36.51061565,SR-RN               ,DEL15/3                       ,UOP02/RN                      
61324,2017-08-11,sexta-feira,21:02:00,RN,405.0,2,MOSSORO                                                     ,Ingestão de Álcool                                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Interseção de vias            ,Sim       ,3,0,2,0,1,0,2,3,-5.19250781,-37.36925757,SR-RN               ,DEL15/4                       ,UOP02/RN                      
61327,2017-08-11,sexta-feira,21:05:00,RN,304.0,"48,4",MOSSORO                                                     ,Não guardar distância de segurança                                                                  ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Céu Claro           ,Dupla               ,Retorno Regulamentado         ,Sim       ,2,0,0,1,1,0,1,2,-5.230428,-37.320943,SR-RN               ,DEL15/4                       ,UOP01/RN                      
61335,2017-08-11,sexta-feira,20:50:00,RN,406.0,"165,7",SAO GONCALO DO AMARANTE                                     ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Fatais,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Desvio Temporário             ,Não       ,2,1,0,0,0,1,0,2,-5.7818062,-35.2362344,SR-RN               ,DEL15/2                       ,UOP01/RN                      
61445,2017-08-12,sábado,09:00:00,RN,101.0,98,NATAL                                                       ,Mal Súbito                                                                                          ,Colisão com objeto estático                                                                                                                                                                             ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Sol                 ,Dupla               ,Reta                          ,Sim       ,1,0,1,0,0,0,1,1,-5.85368361,-35.210916100000006,SR-RN               ,DEL15/1                       ,UOP01/RN                      
61492,2017-08-12,sábado,13:05:00,RN,101.0,94,NATAL                                                       ,Velocidade Incompatível                                                                             ,Colisão com objeto estático                                                                                                                                                                             ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Dupla               ,Curva                         ,Sim       ,1,0,0,1,0,0,1,1,-5.82672857,-35.21009535,SR-RN               ,DEL15/1                       ,UOP01/RN                      
61495,2017-08-12,sábado,13:20:00,RN,101.0,108,PARNAMIRIM                                                  ,Não guardar distância de segurança                                                                  ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Sol                 ,Dupla               ,Reta                          ,Sim       ,3,0,1,1,1,0,2,2,-5.931212,-35.264897999999995,SR-RN               ,DEL15/1                       ,UOP01/RN                      
61601,2017-08-12,sábado,19:20:00,RN,101.0,"84,8",NATAL                                                       ,Pista Escorregadia                                                                                  ,Colisão com objeto estático                                                                                                                                                                             ,Com Vítimas Fatais,Plena Noite         ,Crescente           ,Céu Claro           ,Múltipla            ,Não Informado                 ,Sim       ,1,1,0,0,0,0,0,1,-5.77566875,-35.25356293,SR-RN               ,DEL15/2                       ,UOP01/RN                      
61603,2017-08-12,sábado,18:10:00,RN,226.0,"173,3",CURRAIS NOVOS                                               ,Animais na Pista                                                                                    ,Atropelamento de Animal                                                                                                                                                                                 ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,1,0,0,1,0,0,1,1,-6.25709943,-36.49349456,SR-RN               ,DEL15/3                       ,UOP02/RN                      
61870,2017-08-13,domingo,17:10:00,RN,406.0,"149,4",CEARA-MIRIM                                                 ,Animais na Pista                                                                                    ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,3,0,1,0,2,0,1,2,-5.64864009,-35.44085932,SR-RN               ,DEL15/2                       ,UOP01/RN                      
61906,2017-08-13,domingo,17:50:00,RN,101.0,"121,8",SAO JOSE DE MIPIBU                                          ,Ingestão de Álcool                                                                                  ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Céu Claro           ,Dupla               ,Reta                          ,Não       ,5,0,0,1,4,0,1,2,-6.04596187,-35.24549946,SR-RN               ,DEL15/1                       ,UOP01/RN                      
61947,2017-08-13,domingo,20:20:00,RN,304.0,"37,3",MOSSORO                                                     ,Ingestão de Álcool                                                                                  ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,0,1,0,1,1,2,-5.1736737999999995,-37.36131012,SR-RN               ,DEL15/4                       ,UOP02/RN                      
62007,2017-08-13,domingo,22:50:00,RN,405.0,78,APODI                                                       ,Ingestão de Álcool                                                                                  ,Colisão frontal                                                                                                                                                                                         ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,0,1,1,0,1,2,-5.6669,-37.7937,SR-RN               ,DEL15/4                       ,UOP02/RN                      
62081,2017-08-14,segunda-feira,05:30:00,RN,226.0,"1,5",NATAL                                                       ,Animais na Pista                                                                                    ,Atropelamento de Animal                                                                                                                                                                                 ,Com Vítimas Feridas,Amanhecer           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,1,0,0,1,0,0,1,1,-5.82078346,-35.275383000000005,SR-RN               ,DEL15/1                       ,UOP02/RN                      
62082,2017-08-14,segunda-feira,08:20:00,RN,304.0,"294,6",MACAIBA                                                     ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Sem Vítimas,Pleno dia           ,Crescente           ,Sol                 ,Simples             ,Reta                          ,Não       ,4,0,0,0,4,0,0,4,-5.86737993,-35.36817949,SR-RN               ,DEL15/1                       ,UOP02/RN                      
62114,2017-08-14,segunda-feira,09:00:00,RN,304.0,"205,3",LAJES                                                       ,Desobediência às normas de trânsito pelo condutor                                                   ,Capotamento                                                                                                                                                                                             ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Desvio Temporário             ,Não       ,1,0,1,0,0,0,1,1,-5.73559001,-36.12515991,SR-RN               ,DEL15/1                       ,UOP03/RN                      
62181,2017-08-14,segunda-feira,18:20:00,RN,304.0,296,MACAIBA                                                     ,Desobediência às normas de trânsito pelo condutor                                                   ,Queda de ocupante de veículo                                                                                                                                                                            ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Interseção de vias            ,Não       ,1,0,0,1,0,0,1,1,-5.88550393,-35.28156281,SR-RN               ,DEL15/1                       ,UOP02/RN                      
62190,2017-08-14,segunda-feira,19:00:00,RN,101.0,112,PARNAMIRIM                                                  ,Animais na Pista                                                                                    ,Atropelamento de Animal                                                                                                                                                                                 ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Não       ,1,0,0,1,0,0,1,1,-5.9606,-35.2649,SR-RN               ,DEL15/1                       ,UOP01/RN                      
62286,2017-08-15,terça-feira,09:05:00,RN,101.0,106,PARNAMIRIM                                                  ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Sem Vítimas,Pleno dia           ,Decrescente         ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,3,0,0,0,3,0,0,3,-5.90880539,-35.26083738,SR-RN               ,DEL15/1                       ,UOP01/RN                      
62456,2017-08-15,terça-feira,20:30:00,RN,304.0,"118,9",ITAJA                                                       ,Animais na Pista                                                                                    ,Derramamento de carga                                                                                                                                                                                   ,Sem Vítimas,Plena Noite         ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,1,0,0,0,1,0,0,1,-5.62973807,-36.86457038,SR-RN               ,DEL15/4                       ,UOP01/RN                      
62513,2017-08-16,quarta-feira,07:35:00,RN,406.0,"148,4",CEARA-MIRIM                                                 ,Desobediência às normas de trânsito pelo condutor                                                   ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,2,0,0,1,1,0,1,2,-5.64750447,-35.4503172,SR-RN               ,DEL15/2                       ,UOP01/RN                      
62683,2017-08-16,quarta-feira,19:10:00,RN,406.0,"104,5",JOAO CAMARA                                                 ,Desobediência às normas de trânsito pelo condutor                                                   ,Colisão frontal                                                                                                                                                                                         ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,3,0,0,2,1,0,2,2,-5.5406737,-35.8055662,SR-RN               ,DEL15/2                       ,UOP01/RN                      
62701,2017-08-16,quarta-feira,19:50:00,RN,101.0,"95,6",NATAL                                                       ,Falta de Atenção do Pedestre                                                                        ,Atropelamento de Pedestre                                                                                                                                                                               ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,1,1,0,0,2,1,-5.8437980000000005,-35.209329,SR-RN               ,DEL15/1                       ,UOP01/RN                      
62719,2017-08-16,quarta-feira,21:43:00,RN,101.0,"109,2",PARNAMIRIM                                                  ,Sinalização da via insuficiente ou inadequada                                                       ,Colisão com objeto estático                                                                                                                                                                             ,Com Vítimas Fatais,Plena Noite         ,Crescente           ,Céu Claro           ,Múltipla            ,Não Informado                 ,Não       ,3,1,0,0,0,2,0,1,-5.934075,-35.264838,SR-RN               ,DEL15/1                       ,UOP01/RN                      
62736,2017-08-17,quinta-feira,02:40:00,RN,304.0,47,MOSSORO                                                     ,Ingestão de Álcool                                                                                  ,Capotamento                                                                                                                                                                                             ,Sem Vítimas,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,1,0,0,0,1,0,0,1,-5.1841285,-37.3477805,SR-RN               ,DEL15/4                       ,UOP01/RN                      
62846,2017-08-17,quinta-feira,14:15:00,RN,405.0,"4,1",MOSSORO                                                     ,Desobediência às normas de trânsito pelo condutor                                                   ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Não Informado                 ,Sim       ,2,0,2,0,0,0,2,2,-5.19381815,-37.38000043,SR-RN               ,DEL15/4                       ,UOP02/RN                      
62871,2017-08-17,quinta-feira,14:50:00,RN,101.0,"121,8",SAO JOSE DE MIPIBU                                          ,Mal Súbito                                                                                          ,Saída de leito carroçável                                                                                                                                                                               ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Não       ,1,0,1,0,0,0,1,1,-6.046447,-35.245411,SR-RN               ,DEL15/1                       ,UOP01/RN                      
63055,2017-08-18,sexta-feira,10:45:00,RN,406.0,"168,5",SAO GONCALO DO AMARANTE                                     ,Falta de Atenção à Condução                                                                         ,Colisão lateral                                                                                                                                                                                         ,Sem Vítimas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Não       ,2,0,0,0,2,0,0,2,-5.75499659,-35.30923811,SR-RN               ,DEL15/2                       ,UOP01/RN                      
63316,2017-08-19,sábado,06:20:00,RN,101.0,"99,4",NATAL                                                       ,Ingestão de Álcool                                                                                  ,Colisão traseira                                                                                                                                                                                        ,Sem Vítimas,Pleno dia           ,Decrescente         ,Nublado             ,Dupla               ,Reta                          ,Sim       ,3,0,0,0,3,0,0,3,-5.876366,-35.222761,SR-RN               ,DEL15/1                       ,UOP01/RN                      
63327,2017-08-19,sábado,06:45:00,RN,101.0,103,PARNAMIRIM                                                  ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Múltipla            ,Reta                          ,Não       ,2,0,1,0,1,0,1,2,-5.88827338,-35.23955673,SR-RN               ,DEL15/1                       ,UOP01/RN                      
63471,2017-08-19,sábado,18:05:00,RN,110.0,"48,1",MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Sem Vítimas,Anoitecer           ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,3,0,0,0,3,0,0,3,-5.20673019,-37.32904003,SR-RN               ,DEL15/4                       ,UOP01/RN                      
63488,2017-08-19,sábado,19:00:00,RN,406.0,"160,9",CEARA-MIRIM                                                 ,Ingestão de Álcool                                                                                  ,Atropelamento de Pedestre                                                                                                                                                                               ,Com Vítimas Fatais,Plena Noite         ,Crescente           ,Nublado             ,Simples             ,Reta                          ,Sim       ,2,1,0,0,0,1,0,1,-5.71657048,-35.36986962,SR-RN               ,DEL15/2                       ,UOP01/RN                      
63493,2017-08-19,sábado,19:50:00,RN,304.0,"33,7",MOSSORO                                                     ,Ingestão de Álcool                                                                                  ,Colisão lateral                                                                                                                                                                                         ,Com Vítimas Fatais,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,3,1,0,0,0,2,0,2,-5.1489,-37.348,SR-RN               ,DEL15/4                       ,UOP02/RN                      
63643,2017-08-20,domingo,07:15:00,RN,226.0,"146,8",CURRAIS NOVOS                                               ,Falta de Atenção à Condução                                                                         ,Capotamento                                                                                                                                                                                             ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,1,0,1,0,0,0,1,1,-6.21025554,-36.29784727,SR-RN               ,DEL15/3                       ,UOP02/RN                      
63648,2017-08-20,domingo,07:45:00,RN,101.0,"83,6",NATAL                                                       ,Falta de Atenção à Condução                                                                         ,Atropelamento de Pedestre                                                                                                                                                                               ,Com Vítimas Feridas,Pleno dia           ,Decrescente         ,Garoa/Chuvisco      ,Dupla               ,Reta                          ,Sim       ,2,0,0,1,1,0,1,1,-5.77140026,-35.26520938,SR-RN               ,DEL15/2                       ,UOP01/RN                      
63663,2017-08-20,domingo,09:50:00,RN,101.0,"103,5",PARNAMIRIM                                                  ,Restrição de Visibilidade                                                                           ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Interseção de vias            ,Sim       ,2,0,1,0,1,0,1,2,-5.88912084,-35.24452955,SR-RN               ,DEL15/1                       ,UOP01/RN                      
63729,2017-08-20,domingo,12:00:00,RN,406.0,"113,9",JOAO CAMARA                                                 ,Falta de Atenção à Condução                                                                         ,Capotamento                                                                                                                                                                                             ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Sol                 ,Simples             ,Reta                          ,Não       ,5,0,1,0,3,1,1,1,-5.54645086,-35.78564644,SR-RN               ,DEL15/2                       ,UOP01/RN                      
63731,2017-08-20,domingo,02:51:00,RN,101.0,168,SAO GONCALO DO AMARANTE                                     ,Velocidade Incompatível                                                                             ,Colisão com objeto estático                                                                                                                                                                             ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Dupla               ,Desvio Temporário             ,Sim       ,1,0,0,1,0,0,1,1,-5.75738862,-35.30268653,SR-RN               ,DEL15/1                       ,UOP01/RN                      
63803,2017-08-20,domingo,18:30:00,RN,304.0,"244,3",SANTA MARIA                                                 ,Restrição de Visibilidade                                                                           ,Colisão traseira                                                                                                                                                                                        ,Com Vítimas Fatais,Plena Noite         ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,3,1,0,1,0,1,1,3,-5.822297,-35.804408,SR-RN               ,DEL15/1                       ,UOP02/RN                      
63829,2017-08-20,domingo,19:45:00,RN,406.0,"93,9",JOAO CAMARA                                                 ,Animais na Pista                                                                                    ,Atropelamento de Animal                                                                                                                                                                                 ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,5,0,3,2,0,0,5,1,-5.49912138,-35.88512421,SR-RN               ,DEL15/2                       ,UOP01/RN                      
63855,2017-08-20,domingo,22:00:00,RN,427.0,"100,6",CAICO                                                       ,Ingestão de Álcool                                                                                  ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Interseção de vias            ,Sim       ,2,0,0,1,1,0,1,2,-6.4618,-37.0948,SR-RN               ,DEL15/3                       ,UOP01/RN                      
63874,2017-08-20,domingo,22:30:00,RN,304.0,"124,2",ITAJA                                                       ,Condutor Dormindo                                                                                   ,Tombamento                                                                                                                                                                                              ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,1,0,1,0,0,0,1,1,-5.65260001,-36.81801997,SR-RN               ,DEL15/4                       ,UOP01/RN                      
63876,2017-08-20,domingo,22:00:00,RN,226.0,111,SANTA CRUZ                                                  ,Ingestão de Álcool                                                                                  ,Queda de ocupante de veículo                                                                                                                                                                            ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,1,0,0,1,0,0,1,1,-6.22877117,-36.01745451,SR-RN               ,DEL15/3                       ,UOP02/RN                      
63884,2017-08-20,domingo,22:00:00,RN,406.0,"95,6",JOAO CAMARA                                                 ,Animais na Pista                                                                                    ,Atropelamento de Animal                                                                                                                                                                                 ,Com Vítimas Feridas,Plena Noite         ,Decrescente         ,Céu Claro           ,Simples             ,Reta                          ,Não       ,3,0,3,0,0,0,3,1,-5.507588,-35.87261546,SR-RN               ,DEL15/2                       ,UOP01/RN                      
64011,2017-08-21,segunda-feira,13:20:00,RN,110.0,"48,4",MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Colisão traseira                                                                                                                                                                                        ,Sem Vítimas,Pleno dia           ,Decrescente         ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,0,0,2,0,0,2,-5.21027998,-37.33291626,SR-RN               ,DEL15/4                       ,UOP01/RN                      
64303,2017-08-21,segunda-feira,21:00:00,RN,101.0,125,SAO JOSE DE MIPIBU                                          ,Desobediência às normas de trânsito pelo condutor                                                   ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Interseção de vias            ,Sim       ,4,0,1,2,1,0,3,2,-6.0722,-35.2355,SR-RN               ,DEL15/1                       ,UOP01/RN                      
64485,2017-07-23,domingo,11:45:00,RN,427.0,87,CAICO                                                       ,Velocidade Incompatível                                                                             ,Tombamento                                                                                                                                                                                              ,Com Vítimas Fatais,Pleno dia           ,Decrescente         ,Céu Claro           ,Simples             ,Curva                         ,Não       ,1,1,0,0,0,0,0,1,-6.5002,-37.0113,SR-RN               ,DEL15/3                       ,UOP01/RN                      
64584,2017-08-23,quarta-feira,16:55:00,RN,226.0,"84,4",TANGARA                                                     ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Sem Vítimas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,2,0,0,0,2,0,0,2,-6.20272004,-35.80489129,SR-RN               ,DEL15/3                       ,UOP02/RN                      
64601,2017-08-23,quarta-feira,16:20:00,RN,427.0,"7,7",CURRAIS NOVOS                                               ,Falta de Atenção à Condução                                                                         ,Tombamento                                                                                                                                                                                              ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Curva                         ,Não       ,1,0,1,0,0,0,1,1,-6.32755982,-36.54290984,SR-RN               ,DEL15/3                       ,UOP02/RN                      
64608,2017-08-23,quarta-feira,21:10:00,RN,226.0,"44,5",BOM JESUS                                                   ,Falta de Atenção à Condução                                                                         ,Saída de leito carroçável                                                                                                                                                                               ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Não       ,1,0,1,0,0,0,1,1,-5.959585,-35.564488,SR-RN               ,DEL15/1                       ,UOP02/RN                      
64764,2017-08-24,quinta-feira,17:20:00,RN,110.0,"49,2",MOSSORO                                                     ,Falta de Atenção à Condução                                                                         ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Anoitecer           ,Decrescente         ,Céu Claro           ,Dupla               ,Reta                          ,Sim       ,2,0,0,1,1,0,1,2,-5.1841285,-37.3477805,SR-RN               ,DEL15/4                       ,UOP01/RN                      
64769,2017-08-24,quinta-feira,17:00:00,RN,304.0,"35,6",MOSSORO                                                     ,Falta de Atenção do Pedestre                                                                        ,Atropelamento de Pedestre                                                                                                                                                                               ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Céu Claro           ,Simples             ,Reta                          ,Sim       ,2,0,0,1,0,1,1,1,-5.16782015,-37.3542602,SR-RN               ,DEL15/4                       ,UOP02/RN                      
64804,2017-08-24,quinta-feira,19:20:00,RN,101.0,107,PARNAMIRIM                                                  ,Desobediência às normas de trânsito pelo condutor                                                   ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Plena Noite         ,Crescente           ,Céu Claro           ,Dupla               ,Interseção de vias            ,Sim       ,2,0,2,0,0,0,2,2,-5.91529063,-35.26241362,SR-RN               ,DEL15/1                       ,UOP01/RN                      
64915,2017-08-25,sexta-feira,09:30:00,RN,101.0,103,PARNAMIRIM                                                  ,Ingestão de Álcool                                                                                  ,Colisão transversal                                                                                                                                                                                     ,Com Vítimas Feridas,Pleno dia           ,Crescente           ,Nublado             ,Dupla               ,Reta                          ,Sim       ,2,0,1,0,1,0,1,2,-5.8902,-35.2494,SR-RN               ,DEL15/1                       ,UOP01/RN                      
